Ruc|Nombre/Razon|A partir del|Resolucion|
20100110513|COMPAñIA MINERA MILPO S.A.A.|01/02/2003|RS R.S.181-2002|
20481509778|COMPAñIA MINERA MINASPAMPA S.A.C.|01/12/2011|RS R.S.257-2011|
20474053351|COMPAñIA MINERA SAN SIMON S.A.|01/09/2004|RS R.S.184-2004|
20494472725|COMPAñIA MINERA SCORPION S.A.|01/02/2015|RS R.S.395-2014|
20341198217|COMPAñIA PERUANA DE MEDIOS DE PAGO S.A.C|01/06/2002|RS R.S.037-2002|
20297939131|COMPLEJO AGROINDUSTRIAL BETA S.A.|01/05/2003|RS R.S.080-2003|
20506602069|COMPRA Y VENTA DE MATERIALES METALICOS S.A.C.|01/06/2012|RS R.S.096-2012|
20123053037|COMPUDISKETT S R L|01/06/2002|RS R.S.037-2002|
20479484440|COMPUSOFT SRL|01/07/2015|RS R.S.139-2015|
20519458161|COMREIVIC S.A.C.|01/03/2014|RS R.S.378-2013|
20537248841|COMSA S.A. SUCURSAL EN PERU|01/02/2015|RS R.S.395-2014|
20509586986|CONALVIAS CONSTRUCCIONES S.A.S. SUCURSAL PERU|01/08/2006|RS R.S.091-2006|
20343443961|CONCAR S.A.|01/09/2010|RS R.S.217-2010|
20452633478|CONCENTRADOS DE PROTEINAS S.A.C.|01/02/2015|RS R.S.395-2014|
20551938868|CONCESIONARIA LINEA DE TRANSMISION CCNCM S.A.C.|01/09/2016|RS R.S.180-2016|
20543480291|CONCESIONARIA PUERTO AMAZONAS S.A.|01/09/2016|RS R.S.180-2016|
20509093521|CONCESIONARIA TRASVASE OLMOS S.A.|01/02/2015|RS R.S.395-2014|
20557644416|CONCESIONARIA VIAL SIERRA NORTE S.A.|01/07/2015|RS R.S.139-2015|
20413666130|CONCESIONARIOS AUTORIZADOS S.A.C.|01/06/2012|RS R.S.096-2012|
10408455044|CONCHA CORDOVA MARCO ANTONIO|01/09/2016|RS R.S.180-2016|
20263674929|CONCREMAX S.A.|01/06/2002|RS R.S.037-2002|
20392965191|CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SUPERMIX S.A.|01/11/2012|RS R.S.228-2012|
20100370426|CONCYSSA S A|01/06/2002|RS R.S.037-2002|
20491305542|CONDIAL E.I.R.L.|01/07/2015|RS R.S.139-2015|
20100140692|CONDOR TRAVEL S.A.C.|01/06/2002|RS R.S.037-2002|
20100063680|CONDUCTORES ELECTRICOS LIMA S A|01/09/2007|RS R.S.156-2007|
20511445389|CONDUCTORES Y CABLES DEL PERU SAC|01/03/2014|RS R.S.378-2013|
20512864644|CONDUTO PERU S.A.C.|01/03/2009|RS R.S.030-2009|
20141189850|CONECTA RETAIL S.A.|01/05/2004|RS R.S.083-2004|
20505158343|CONFECCIONES INCA COTTON S.A.C|01/03/2014|RS R.S.378-2013|
20100089051|CONFECCIONES LANCASTER S A|01/06/2002|RS R.S.037-2002|
20101695850|CONFECCIONES MELGAR S.A|01/02/2015|RS R.S.395-2014|
20101042384|CONFECCIONES RITZY S A|01/02/2003|RS R.S.181-2002|
20101362702|CONFECCIONES TEXTIMAX S A|01/06/2002|RS R.S.037-2002|
20451498461|CONFECCIONES TRENTO S.A.C.|01/03/2014|RS R.S.378-2013|
20258908849|CONFIPERU S.A.|01/06/2002|RS R.S.037-2002|
20357259976|CONFIPETROL ANDINA S.A.|01/10/2005|RS R.S.174-2005|
20324235401|CONGELADOS PACIFICO SAC|01/07/2015|RS R.S.139-2015|
20117357113|CONGREGACION HIJAS DE SAN CAMILO|01/12/2011|RS R.S.257-2011|
20161749126|CONGRESO DE LA REPUBLICA|01/06/2002|RS R.S.037-2002|
20565295358|CONSERTEX VIELKA SOCIEDAD ANONIMA CERRADA|01/09/2016|RS R.S.180-2016|
20491359804|CONSERVAS VEGETALES CERRO VERDE S.A.C.|01/03/2014|RS R.S.378-2013|
20491854481|CONSERVERA  DE LAS  AMERICAS  S. A|01/06/2012|RS R.S.096-2012|
20535592986|CONSORCIO  PROCOM AGUA|01/12/2011|RS R.S.257-2011|
20556607517|CONSORCIO 8 DE AGOSTO|01/07/2015|RS R.S.139-2015|
20550632498|CONSORCIO ABANTIA-SOTOVAL|01/02/2015|RS R.S.395-2014|
20465261634|CONSORCIO AGUA AZUL S.A.|01/02/2003|RS R.S.181-2002|
20546183107|CONSORCIO ALTA MODA S.R.L.|01/02/2015|RS R.S.395-2014|
20556001040|CONSORCIO ALTO AMAZONAS|01/07/2015|RS R.S.139-2015|
20552395507|CONSORCIO ALVAC - JOHESA|01/02/2015|RS R.S.395-2014|
20535534862|CONSORCIO AZB-HCI|01/11/2012|RS R.S.228-2012|
20547094043|CONSORCIO CAJAMARCA 2|01/11/2012|RS R.S.228-2012|
20550146712|CONSORCIO CAM LIMA|01/07/2015|RS R.S.139-2015|
20553869944|CONSORCIO CEMENTOS PIURA|01/07/2015|RS R.S.139-2015|
20109000770|CONSORCIO COMERCIAL UNIVERSAL SA|01/11/2012|RS R.S.228-2012|
20534992361|CONSORCIO CONSTRUCCIONES Y MONTAJES - "CCM"|01/07/2015|RS R.S.139-2015|
20560000465|CONSORCIO CONSTRUCTOR CHAVIMOCHIC|01/07/2015|RS R.S.139-2015|
20560050560|CONSORCIO CONSTRUCTOR DUCTOS DEL SUR|01/07/2015|RS R.S.139-2015|
20557987020|CONSORCIO CONSTRUCTOR M2 LIMA|01/07/2015|RS R.S.139-2015|
20555529326|CONSORCIO COSAPI MAS ERRAZURIZ|01/07/2015|RS R.S.139-2015|
20553733961|CONSORCIO DANIEL ALCIDES II|01/02/2015|RS R.S.395-2014|
20101250572|CONSORCIO DE INGS EJECUTORES MINEROS S.A|01/08/2006|RS R.S.091-2006|
20551741134|CONSORCIO DE LA SALUD PASCO|01/09/2016|RS R.S.180-2016|
20555282339|CONSORCIO DEL VALLE S.A.C|01/07/2015|RS R.S.139-2015|
20529959819|CONSORCIO DEMEM S.A. - M Y C PARIÑAS S.A. II|01/07/2015|RS R.S.139-2015|
20502574109|CONSORCIO DHMONT & CG & M SOCIEDAD ANONIMA CERRADA|01/09/2010|RS R.S.217-2010|
20178344952|CONSORCIO ELECTRICO DE VILLACURI SAC|01/11/2012|RS R.S.228-2012|
20100094216|CONSORCIO ENERGETICO DE HUANCAVELICA S A|01/02/2003|RS R.S.181-2002|
20450712192|CONSORCIO ESTRELLA JF SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|01/11/2012|RS R.S.228-2012|
20551239269|CONSORCIO FCC - JJC|01/02/2015|RS R.S.395-2014|
20549317279|CONSORCIO GESTIONES VIALES DEL NORTE|01/02/2015|RS R.S.395-2014|
20529708654|CONSORCIO HAUG S.A. - DEMEM S.A. - MYC PARIÑAS S.A.|01/02/2015|RS R.S.395-2014|
20509463124|CONSORCIO HBO S.A.C.|01/11/2012|RS R.S.228-2012|
20556876259|CONSORCIO HOSPITALARIO AYACUCHO|01/09/2016|RS R.S.180-2016|
20600189001|CONSORCIO HOSPITALARIO DE CAMPAÑA|01/09/2016|RS R.S.180-2016|
20551547753|CONSORCIO HUACHIPA|01/02/2015|RS R.S.395-2014|
20556898651|CONSORCIO HUACHO - PATIVILCA|01/07/2015|RS R.S.139-2015|
20563571901|CONSORCIO IMEX PERU S.R.L.|01/09/2016|RS R.S.180-2016|
20100195080|CONSORCIO INDUSTRIAL DE AREQUIPA SA|01/06/2012|RS R.S.096-2012|
20527026238|CONSORCIO JERGO CONTRATISTAS Y CONSULTORES SAC|01/02/2015|RS R.S.395-2014|
20543188710|CONSORCIO LA CHIRA|01/02/2015|RS R.S.395-2014|
20268911082|CONSORCIO LA PARCELA S.A|01/09/2016|RS R.S.180-2016|
20330978326|CONSORCIO MECANICO COMERCIAL S.A.C.|01/11/2012|RS R.S.228-2012|
20100009472|CONSORCIO METALURGICO S A|01/06/2002|RS R.S.037-2002|
20136150473|CONSORCIO MINERO HORIZONTE S.A.|01/06/2002|RS R.S.037-2002|
20492783812|CONSORCIO MSC|01/07/2015|RS R.S.139-2015|
20480156979|CONSORCIO MUZA S.A.C|01/07/2015|RS R.S.139-2015|
20100120403|CONSORCIO NAVIERO PERUANO S A|01/11/2012|RS R.S.228-2012|
20547950764|CONSORCIO NORTELEC|01/07/2015|RS R.S.139-2015|
20555641240|CONSORCIO OBRAINSA - ASTALDI|01/07/2015|RS R.S.139-2015|
20491221446|CONSORCIO ORION CUSCO S.R.L.|01/09/2016|RS R.S.180-2016|
20517630331|CONSORCIO PASCO|01/05/2011|RS R.S.082-2011|
20555042702|CONSORCIO PASCO I|01/07/2015|RS R.S.139-2015|
20548572763|CONSORCIO PERUANO DE CONSERVACION|01/02/2015|RS R.S.395-2014|
20524041422|CONSORCIO PICHARI|01/05/2011|RS R.S.082-2011|
20548560323|CONSORCIO PISCO|01/02/2015|RS R.S.395-2014|
20555088281|CONSORCIO PROEMCO|01/07/2015|RS R.S.139-2015|
20545722471|CONSORCIO RIO MANTARO|01/11/2012|RS R.S.228-2012|
20543444813|CONSORCIO RIO URUBAMBA|01/11/2012|RS R.S.228-2012|
20557654993|CONSORCIO SADE - COSAPI|01/07/2015|RS R.S.139-2015|
20551575374|CONSORCIO SAN MARTIN I|01/07/2015|RS R.S.139-2015|
20555915552|CONSORCIO SANEAMIENTO PAITA|01/07/2015|RS R.S.139-2015|
20556774928|CONSORCIO SELCAS|01/07/2015|RS R.S.139-2015|
20382631294|CONSORCIO TERMINALES|01/06/2002|RS R.S.037-2002|
20508740361|CONSORCIO TEXTIL VIANNY S.A.C.|01/11/2012|RS R.S.228-2012|
20557321081|CONSORCIO TUNEL CALLAO|01/07/2015|RS R.S.139-2015|
20548695415|CONSORCIO UTE RESERVA FRÍA ETÉN|01/07/2015|RS R.S.139-2015|
20478154284|CONSORCIO V&V BRAVO CONTRATISTAS GENERALES S.A.C.|01/11/2012|RS R.S.228-2012|
20550879035|CONSORCIO VIAL APURIMAC|01/02/2015|RS R.S.395-2014|
20551564411|CONSORCIO VIAL DEL SUR|01/02/2015|RS R.S.395-2014|
20551865534|CONSORCIO VIAL HUAURA|01/02/2015|RS R.S.395-2014|
20552338619|CONSORCIO VIAL JUNIN|01/02/2015|RS R.S.395-2014|
20555356634|CONSORCIO VIAL LUNAHUANÁ|01/02/2015|RS R.S.395-2014|
20552312814|CONSORCIO VIAL QUILCA MATARANI|01/02/2015|RS R.S.395-2014|
20545650976|CONSORCIO VIAL QUINUA|01/11/2012|RS R.S.228-2012|
20547871465|CONSORCIO VIAL SIHUAS|01/02/2015|RS R.S.395-2014|
20551271740|CONSORCIO VIAL TAMBILLO|01/02/2015|RS R.S.395-2014|
20109565017|CONSTRUCCION Y ADMINISTRACION S.A.|01/06/2002|RS R.S.037-2002|
20100247225|CONSTRUCCIONES A MAGGIOLO S A|01/06/2002|RS R.S.037-2002|
20392523171|CONSTRUCCIONES DELHEAL S.A.C.|01/07/2015|RS R.S.139-2015|
20100019940|CONSTRUCCIONES ELECTROMECANICAS DELCROSA S.A. O DELCROSA S.A.|01/06/2002|RS R.S.037-2002|
20100036950|CONSTRUCCIONES METALICAS UNION S A|01/06/2002|RS R.S.037-2002|
20367759551|CONSTRUCCIONES Y MAQUINARIAS DEL SUR SAC|01/09/2010|RS R.S.217-2010|
20107759736|CONSTRUCCIONES Y REPARACIONES MARINAS S.A.C - COREMASA S.A.C|01/02/2015|RS R.S.395-2014|
20481405999|CONSTRUCCIONES Y SERVICIOS METALICOS S.A.C.|01/09/2016|RS R.S.180-2016|
20518702719|CONSTRUCERT S.A.C.|01/02/2015|RS R.S.395-2014|
20181917092|CONSTRUCTEC SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20516939495|CONSTRUCTORA AESA S.A.C.|01/01/2010|RS R.S.265-2009|
20300690999|CONSTRUCTORA CABO VERDE S.A. COVERSA|01/11/2012|RS R.S.228-2012|
20537369478|CONSTRUCTORA CHEVES S.A.C.|01/12/2011|RS R.S.257-2011|
20510707631|CONSTRUCTORA CORDILLERA S.A.C.|01/02/2015|RS R.S.395-2014|
20544416147|CONSTRUCTORA CYJ-ECHEVERRIA IZQUIERDO S.A.C.|01/02/2015|RS R.S.395-2014|
20455479062|CONSTRUCTORA E INMOBILIARIA INMOSUR S.A.C.|01/07/2015|RS R.S.139-2015|
20395222172|CONSTRUCTORA FERRETERA SAN ANTONIO SRL|01/06/2012|RS R.S.096-2012|
20521119943|CONSTRUCTORA GALILEA S.A.C.|01/02/2015|RS R.S.395-2014|
20519219922|CONSTRUCTORA INARCO PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20506741344|CONSTRUCTORA INMOBILIARIA BRITANIA S.A.C|01/11/2012|RS R.S.228-2012|
20323041092|CONSTRUCTORA JC Y RF S.R.L.|01/09/2016|RS R.S.180-2016|
20512069160|CONSTRUCTORA JME S.A.C.|01/08/2006|RS R.S.091-2006|
20484206997|CONSTRUCTORA JORDAN SRL|01/07/2015|RS R.S.139-2015|
20510890222|CONSTRUCTORA KAPALA S.A|01/06/2012|RS R.S.096-2012|
20521046024|CONSTRUCTORA KATARINDO S.A.C. - CONKA S.A.C.|01/07/2015|RS R.S.139-2015|
20102297581|CONSTRUCTORA MALAGA HNOS S.A.|01/12/2011|RS R.S.257-2011|
20277722187|CONSTRUCTORA MECH SRL.|01/07/2015|RS R.S.139-2015|
20509656607|CONSTRUCTORA NORBERTO ODEBRECHT S.A. SUCURSAL PERU|01/09/2010|RS R.S.217-2010|
20549953183|CONSTRUCTORA POSEIDON S.A.C.|01/07/2015|RS R.S.139-2015|
20501730387|CONSTRUCTORA REMANSO S.A.C.|01/11/2012|RS R.S.228-2012|
20506310360|CONSTRUCTORA ROMERO S.A.C.|01/07/2015|RS R.S.139-2015|
20398604734|CONSTRUCTORA SAN JORGE EIRL|01/07/2015|RS R.S.139-2015|
20447635080|CONSTRUCTORA Y CONSULTORES ELECTROMECANICOS Y CIVILES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|01/03/2014|RS R.S.378-2013|
20131621311|CONSTRUCTORA Y SERVICIOS SA|01/09/2016|RS R.S.180-2016|
20523498267|CONSTRUCTORA, CONSULTORA Y SERVICIOS GENERALES GENERACION SOCIEDAD ANONIMA|01/07/2015|RS R.S.139-2015|
20489332621|CONSTRUCTORES DE PIQUES Y SERVICIOS MINEROS E.I.R.L.|01/02/2015|RS R.S.395-2014|
20305146618|CONSTRUCTORES INTERAMERICANOS S.A.C.|01/06/2002|RS R.S.037-2002|
20330546612|CONSTRUCTORES Y MINEROS CONTRATISTAS GEN ERALES S.A.C.|01/09/2010|RS R.S.217-2010|
20518509391|CONSTRUREDES SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20536505114|CONSTRUTORA ATERPA S/A SUCURSAL PERU|01/02/2015|RS R.S.395-2014|
20518370881|CONSTRUTORA OAS S.A. SUCURSAL DEL PERU|01/12/2011|RS R.S.257-2011|
20346814731|CONSTRUTORA QUEIROZ GALVAO SA-SUCURSAL DEL PERU|01/06/2012|RS R.S.096-2012|
20255254937|CONTILATIN DEL PERU S.A|01/06/2002|RS R.S.037-2002|
20100038146|CONTINENTAL S.A.C.|01/01/2010|RS R.S.265-2009|
20131378972|CONTRALORIA GENERAL DE LA REPUBLICA|01/06/2002|RS R.S.037-2002|
20514842079|CONTRANS S.A.C.|01/06/2012|RS R.S.096-2012|
20365356280|CONTRATA EMERSON SAMUEL EIRLTDA|01/02/2015|RS R.S.395-2014|
20549249681|CONTRATAS E INGENIERIA SOCIEDAD ANONIMA, SUCURSAL DEL PERU|01/02/2015|RS R.S.395-2014|
20155670666|CONTRATISTAS GRALES EN MINERIA JH S.A.C|01/06/2012|RS R.S.096-2012|
20503249660|CONTRATISTAS GRANADA SAC|01/06/2012|RS R.S.096-2012|
20451460570|CONTRATISTAS MINEROS Y CIVILES DEL PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20452440912|CONTRATISTAS Y CONSULTORES MENDOZA SRL|01/02/2015|RS R.S.395-2014|
20417707752|CONTRATOS MINEROS E INVERSIONES SAC|01/09/2016|RS R.S.180-2016|
20345944819|CONTRERAS REPRESENTACIONES QUIMICAS SRL|01/12/2011|RS R.S.257-2011|
20519485487|CONTUGAS S.A.C.|01/11/2012|RS R.S.228-2012|
20301734574|CONVERTIDORA DEL PACIFICO E.I.R.L.|01/09/2016|RS R.S.180-2016|
20484062031|COOPERATIVA AGRARIA APPBOSA|01/02/2015|RS R.S.395-2014|
20140181405|COOPERATIVA AGRARIA CAFETALERA LA FLORIDA|01/02/2015|RS R.S.395-2014|
20136264053|COOPERATIVA AGRARIA INDUSTRIAL NARANJILL|01/02/2015|RS R.S.395-2014|
20110591391|COOPERATIVA DE AHORRO Y CREDITO EL TUMI - COOPERATIVA EL TUMI|01/02/2015|RS R.S.395-2014|
20129258323|COOPERATIVA DE AHORRO Y CRÉDITO "SANTA MARÍA MAGDALENA" LTDA. N° 219 DEL PERÚ|01/07/2015|RS R.S.139-2015|
20101259448|COOPERATIVA DE SERVICIOS MULTIPLES ALAS PERUANAS|01/11/2012|RS R.S.228-2012|
20438297775|COOPERATIVA DE SERVICIOS MULTIPLES CENFROCAFE PERU|01/07/2015|RS R.S.139-2015|
20536679961|COORPORACION JPL SAC|01/09/2016|RS R.S.180-2016|
20132051322|COPY VENTAS S.R.L.|01/06/2012|RS R.S.096-2012|
20335508981|CORE TECH S.A|01/11/2012|RS R.S.228-2012|
20297839692|CORESA PERU S.A.|01/03/2014|RS R.S.378-2013|
20406339361|CORI PUNO S.A.C.|01/12/2011|RS R.S.257-2011|
20513963085|CORIMAYO SERVICIOS MINEROS S.A.C.|01/11/2012|RS R.S.228-2012|
20102279256|CORMEI CONTRATISTAS GENERALES S.A.C.|01/03/2014|RS R.S.378-2013|
20100160375|CORP DE INGENIERIA DE REFRIGERACION SRL|01/02/2006|RS R.S.254-2005|
20100319820|CORP MINERA CASTROVIRREYNA S A|01/01/2010|RS R.S.265-2009|
20433661495|CORP.DE VIDRIOS Y ALUMINIOS CORRALES SAC|01/07/2015|RS R.S.139-2015|
20508500999|CORPLAST CORPORACION PLASTICA E.I.R.L.|01/09/2016|RS R.S.180-2016|
20486960401|CORPORACION  DOMINUS SOCIEDAD  ANONIMA  CERRADA|01/09/2016|RS R.S.180-2016|
20370146994|CORPORACION ACEROS AREQUIPA S.A.|01/02/2003|RS R.S.181-2002|
20119546851|CORPORACION ADC SOCIEDAD ANONIMA CERRADA|01/10/2005|RS R.S.174-2005|
20543521401|CORPORACION AGRICOLA VIÑASOL S.A.C.|01/07/2015|RS R.S.139-2015|
20494397685|CORPORACION AGROEXPORTICA S.A.C.|01/02/2015|RS R.S.395-2014|
20176770474|CORPORACION AGROLATINA S.A.C.|01/11/2012|RS R.S.228-2012|
20509882101|CORPORACION ALESSANDRA S.A.C.|01/09/2016|RS R.S.180-2016|
20516511975|CORPORACION ANDINA DEL GAS PERU SOCIEDAD ANONIMA CERRADA|01/12/2011|RS R.S.257-2011|
20452791031|CORPORACION APEISA SAC|01/09/2016|RS R.S.180-2016|
20600090411|CORPORACION AROMAS FRESCOS DEL PERU GOURMET S.A.C.|01/09/2016|RS R.S.180-2016|
20443108131|CORPORACION AUTOMOTRIZ DEL SUR S.A.|01/11/2012|RS R.S.228-2012|
20511866210|CORPORACION AZUCARERA DEL PERU SOCIEDAD ANONIMA - COAZUCAR DEL PERU S.A.|01/06/2012|RS R.S.096-2012|
20100418640|CORPORACION BAEXVA SOCIEDAD ANONIMA CERRADA|01/07/2015|RS R.S.139-2015|
20536579746|CORPORACION BJR IMPORT SUR SOCIEDAD ANONIMA CERRADA - CORPORACION BJR IMPORT SUR S.A.C.|01/09/2016|RS R.S.180-2016|
20502755316|CORPORACION BOLSIPOL S.A.C.|01/03/2014|RS R.S.378-2013|
20515346113|CORPORACION BOTICAS PERU S.A.C.|01/12/2011|RS R.S.257-2011|
20493190611|CORPORACION CAYMAN S.A.C.|01/09/2016|RS R.S.180-2016|
20161636780|CORPORACION CERAMICA S A|01/06/2002|RS R.S.037-2002|
20100654025|CORPORACION DE INDUSTRIAS PLASTICAS S A|01/06/2002|RS R.S.037-2002|
20511358907|CORPORACION DE INDUSTRIAS STANDFORD SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20470700662|CORPORACION DE INVERSIONES Y SERVICIOS S.A.C.|01/03/2014|RS R.S.378-2013|
20543163563|CORPORACION DE NEGOCIOS Y SERVICIOS ANDINOS E.I.R.L.|01/09/2016|RS R.S.180-2016|
20382877293|CORPORACION DE REFRIGERACION S.A.C|01/11/2012|RS R.S.228-2012|
20100039037|CORPORACION DE SERVICIOS GR S.A.|01/06/2002|RS R.S.037-2002|
20510406274|CORPORACION DE TRANSPORTES CARLEY SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20522025071|CORPORACION DEL CENTRO SOCIEDAD ANONIMA CERRADA - CORPORACION DEL CENTRO S.A.C|01/11/2012|RS R.S.228-2012|
20519444705|CORPORACION DISPROFAR SOCIEDAD ANONIMA CERRADA - CORPORACION DISPROFAR SAC|01/12/2011|RS R.S.257-2011|
20218090550|CORPORACION EJECUTORA DE OBRAS S.A.C.|01/07/2015|RS R.S.139-2015|
20549592148|CORPORACION EL SOLAR DEL MARQUES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|01/07/2015|RS R.S.139-2015|
20410065364|CORPORACION FRUTICOLA DE CHINCHA S.A.C.|01/03/2014|RS R.S.378-2013|
20544125681|CORPORACION FRUTOS DEL MAR S.A.C.|01/02/2015|RS R.S.395-2014|
20501663256|CORPORACION FUNERARIA S.A|01/11/2012|RS R.S.228-2012|
20446102215|CORPORACION GOYITA S.A.C|01/05/2003|RS R.S.080-2003|
20347258611|CORPORACION GRAFICA NAVARRETE S.A.|01/05/2003|RS R.S.080-2003|
20547757921|CORPORACION HOTELERA EL PUEBLO S.A.C.|01/02/2015|RS R.S.395-2014|
20520780832|CORPORACION INALTA S.A.C.|01/12/2011|RS R.S.257-2011|
20501877647|CORPORACION INDACOB S.A.C.|01/02/2015|RS R.S.395-2014|
20517519902|CORPORACION INDUSTRIAL DEL NORTE SAC|01/09/2016|RS R.S.180-2016|
20215195539|CORPORACION INDUSTRIAL LOSARO S.A.C.|01/02/2015|RS R.S.395-2014|
20518128249|CORPORACION INMOBILIARIA NERIDA MARIA SOCIEDAD ANONIMA CERRADA|01/09/2016|RS R.S.180-2016|
20506908061|CORPORACION INMOBILIARIA SUDAMERICANA SAC|01/09/2010|RS R.S.217-2010|
20553273278|CORPORACION KACELI MODA & DISEÑO E.I.R.L.|01/09/2016|RS R.S.180-2016|
20527109362|CORPORACION KAYSER SOCIEDAD ANONIMA CERRADA|01/07/2015|RS R.S.139-2015|
20532417512|CORPORACION LA GLORIETA S.A.C.|01/09/2016|RS R.S.180-2016|
20100157315|CORPORACION LA SIRENA SAC|01/06/2002|RS R.S.037-2002|
20504979092|CORPORACION LABORATORIOS AMBIENTALES DEL PERU S.A.C|01/02/2015|RS R.S.395-2014|
20517854523|CORPORACION LERIBE S.A.C.|01/09/2016|RS R.S.180-2016|
20101024645|CORPORACION LINDLEY S.A.|01/06/2002|RS R.S.037-2002|
20389173666|CORPORACION MARA S.A|01/07/2015|RS R.S.139-2015|
20543889424|CORPORACION MARLE'S S.A.C.|01/11/2012|RS R.S.228-2012|
20512293639|CORPORACION MG SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20391615323|CORPORACION MINERA ANANEA S.A.|01/02/2015|RS R.S.395-2014|
20536810341|CORPORACION MINERA LEO S.A.C.|01/09/2016|RS R.S.180-2016|
20515464311|CORPORACION MINERA TOMA LA MANO SOCIEDAD ANONIMA|01/11/2012|RS R.S.228-2012|
20100083877|CORPORACION MIYASATO S.A.C.|01/06/2002|RS R.S.037-2002|
20505579799|CORPORACION MODERNA SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20510694555|CORPORACION ORO VERDE S.A.C.|01/11/2012|RS R.S.228-2012|
20528233075|CORPORACION PALMEZ S.A.C|01/02/2015|RS R.S.395-2014|
20166018022|CORPORACION PANASERVICE SAC|01/11/2012|RS R.S.228-2012|
20100004675|CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.|01/06/2002|RS R.S.037-2002|
20502102436|CORPORACION PERUANA DE DESARROLLO BANANERO S.A.C.|01/01/2010|RS R.S.265-2009|
20100073723|CORPORACION PERUANA DE PRODUCTOS QUIMICOS S.A. - CPPQ S.A.|01/06/2002|RS R.S.037-2002|
20505897812|CORPORACION PERUANA DE RESTAURANTES S.A.|01/11/2012|RS R.S.228-2012|
20542058138|CORPORACION PERUNOR S.A.C.|01/03/2014|RS R.S.378-2013|
20531763646|CORPORACION PESQUERA APOLO SAC|01/07/2015|RS R.S.139-2015|
20224748711|CORPORACION PESQUERA INCA S.A.C. COPEINCA S.A.C.|01/09/2010|RS R.S.217-2010|
20296637697|CORPORACION PETROLERA S.A.C.|01/01/2007|RS R.S.219-2006|
20508619538|CORPORACION PLEYADES SOCIEDAD ANONIMA CERRADA|01/07/2015|RS R.S.139-2015|
20554545743|CORPORACION PRIMAX S.A.|01/02/2015|RS R.S.395-2014|
20503382408|CORPORACION QUIRUFARMA E.I.R.L.|01/12/2011|RS R.S.257-2011|
20295458551|CORPORACION REY S.A.|01/06/2002|RS R.S.037-2002|
20392064550|CORPORACION ROOTS S.A.|01/07/2015|RS R.S.139-2015|
20505182724|CORPORACION RUTTA S.A.C.|01/02/2015|RS R.S.395-2014|
20261122651|CORPORACION SAGRA S.A.|01/06/2012|RS R.S.096-2012|
20420039728|CORPORACION TDN S.A.C.|01/11/2012|RS R.S.228-2012|
20516758865|CORPORACION TEXTIL DEL SUR S.A.C.|01/02/2015|RS R.S.395-2014|
20516775875|CORPORACION TEXTIL ESPAIN & ESPINOZA S.A.C.|01/07/2015|RS R.S.139-2015|
20382355751|CORPORACION TEXTIL IMPERIO DEL SOL S.A.|01/07/2015|RS R.S.139-2015|
20525041639|CORPORACION TEXTIL LAS AMERICAS SOCIEDAD ANONIMA CERRADA - COTELASA S.A.C.|01/03/2014|RS R.S.378-2013|
20503800331|CORPORACION TEXTIL T & C S.A.C|01/09/2016|RS R.S.180-2016|
20390386924|CORPORACION TRANSPORTE TERRESTRE S.A.C.|01/11/2012|RS R.S.228-2012|
20523955340|CORPORACION TUNELEROS S.A.C.|01/11/2012|RS R.S.228-2012|
20265815830|CORPORACION TURISTICA PERUANA S.A.C|01/02/2015|RS R.S.395-2014|
20479381390|CORPORACION UNIVERSAL S.A.C.|01/02/2015|RS R.S.395-2014|
20502257987|CORPORACION VEGA S.A.C.|01/01/2007|RS R.S.219-2006|
20454252749|CORPORACION VIDRIO GLASS S.A.C.|01/02/2015|RS R.S.395-2014|
20374343964|CORPORACION WAMA S.A.C.|01/12/2011|RS R.S.257-2011|
20515774182|CORPORATION INTHERPHARMA SOCIEDAD ANONIMA CERRADA|01/12/2011|RS R.S.257-2011|
20555974133|CORPORATION WIN S.A.C.|01/09/2016|RS R.S.180-2016|
20358000348|CORRALES INGENIEROS S.R.L.|01/09/2010|RS R.S.217-2010|
20509608467|CORREDORES DE SEGUROS FALABELLA S.A.C.|01/02/2015|RS R.S.395-2014|
20100083362|COSAPI DATA S A|01/06/2002|RS R.S.037-2002|
20552714378|COSAPI MINERIA S.A.C.|01/02/2015|RS R.S.395-2014|
20100082391|COSAPI S A|01/03/2014|RS R.S.378-2013|
20100010136|COSMOS AGENCIA MARITIMA SAC|01/06/2002|RS R.S.037-2002|
20392783084|COSMOTRADE S.A.C.|01/09/2016|RS R.S.180-2016|
